Accession	Geographic Location	Geographic Region	Completeness	Length	Virus Pangolin Classification	Isolate Collection date
OK488190.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-27
OK488135.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-05-17
OK488134.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-17
OK488124.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-06-11
OK488100.1	Kenya	Africa	PARTIAL	29767	B.1.351	2021-05-27
OK488095.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-03
OK488090.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-13
OK488076.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK488075.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK488074.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK488062.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK488051.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK488042.1	Kenya	Africa	PARTIAL	29759	B.1.351	2021-04-07
OK488041.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-07
OK488033.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-18
OK488003.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-09
OK487972.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-31
OK487963.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-27
OK487961.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK487950.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-25
OK487934.1	Kenya	Africa	PARTIAL	29773	B.1.351	2021-05-19
OK487928.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-20
OK487911.1	Kenya	Africa	PARTIAL	29755	B.1.351	2021-05-17
OK487910.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-17
OK487908.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-17
OK487903.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-12
OK487902.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-12
OK487901.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-12
OK487900.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-12
OK487899.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-12
OK487888.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-05-11
OK487887.1	Kenya	Africa	PARTIAL	29593	B.1.351	2021-05-11
OK487884.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-11
OK487870.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-04
OK487867.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-07
OK487865.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-06
OK487864.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-04
OK487862.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-04
OK487860.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-04
OK487843.1	Kenya	Africa	PARTIAL	29737	B.1.351	2021-05-03
OK487837.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-05-03
OK487836.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK487835.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK487834.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK487831.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487830.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487829.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487828.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487827.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487826.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487823.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487815.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK487814.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK487811.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-23
OK487810.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-04-23
OK377404.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-06-01
OK377399.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-25
OK377395.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-25
OK377388.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-24
OK377387.1	Seychelles	Africa	PARTIAL	29762	B.1.351	2021-05-24
OK377386.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-24
OK377383.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-21
OK377382.1	Seychelles	Africa	PARTIAL	29593	B.1.351	2021-05-21
OK377381.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-21
OK377380.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-21
OK377379.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-21
OK377375.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-20
OK377374.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-20
OK377372.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-20
OK377369.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-19
OK377367.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-19
OK377365.1	Seychelles	Africa	PARTIAL	29773	B.1.351	2021-05-18
OK377363.1	Seychelles	Africa	PARTIAL	29593	B.1.351	2021-05-17
OK377362.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-05-17
OK377361.1	Seychelles	Africa	PARTIAL	29593	B.1.351	2021-05-17
OK377358.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK377356.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-04-25
OK377354.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-04-12
OK377353.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-02-10
OK377352.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-02-05
OK377351.1	Seychelles	Africa	PARTIAL	29764	B.1.351	2021-02-05
OK091660.1	South Africa	Africa	COMPLETE	29798	B.1.351	2020-11-16
OK085755.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-15
OK085750.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-03
OK018339.1	Somalia	Africa	PARTIAL	29764	B.1.351	2021-02-28
OK018331.1	Somalia	Africa	PARTIAL	29764	B.1.351	2021-02-28
OK018330.1	Somalia	Africa	PARTIAL	29764	B.1.351	2021-02-28
OK018329.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-13
OK018328.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-03
OK018327.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-23
OK018326.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-16
OK018325.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-15
OK018324.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-23
OK018323.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-28
OK018322.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-27
OK018321.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK018320.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK018319.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK018318.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK018317.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK018316.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-26
OK018315.1	Djibouti	Africa	PARTIAL	29759	B.1.351	2021-04-26
OK018314.1	Djibouti	Africa	PARTIAL	29756	B.1.351	2021-04-26
OK018313.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-22
OK018312.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-20
OK018311.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-19
OK018309.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-16
OK018308.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-15
OK018307.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-14
OK018306.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-13
OK018305.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-12
OK018304.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-12
OK018303.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-12
OK018302.1	Djibouti	Africa	PARTIAL	29759	B.1.351	2021-04-11
OK018301.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-11
OK018300.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-10
OK018299.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-09
OK018298.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-07
OK018297.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-07
OK018296.1	Djibouti	Africa	PARTIAL	29760	B.1.351	2021-04-07
OK018295.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-06
OK018294.1	Djibouti	Africa	PARTIAL	29749	B.1.351	2021-04-06
OK018293.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-06
OK018290.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-05-01
OK018289.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-24
OK018287.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018286.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018285.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018282.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-24
OK018281.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-24
OK018280.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-23
OK018279.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-21
OK018278.1	Djibouti	Africa	PARTIAL	29749	B.1.351	2021-03-20
OK018277.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-20
OK018276.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-19
OK018275.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-19
OK018274.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-19
OK018270.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-23
OK018269.1	Djibouti	Africa	PARTIAL	29601	B.1.351	2021-04-10
OK018263.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018262.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018260.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-04
OK018258.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-03
OK018257.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-03
OK018256.1	Djibouti	Africa	PARTIAL	29759	B.1.351	2021-04-02
OK018252.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-30
OK018251.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-01
OK018250.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-01
OK018249.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018248.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018247.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018246.1	Djibouti	Africa	PARTIAL	29749	B.1.351	2021-03-31
OK018245.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018244.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018243.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018242.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018241.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018240.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-03-31
OK018238.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-05-07
OK018237.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-05-07
OK018236.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-05-06
OK018235.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-05-01
OK018234.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK018233.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-30
OK018232.1	Djibouti	Africa	PARTIAL	29764	B.1.351	2021-04-28
OK017312.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-29
OK017244.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-29
OK017243.1	Kenya	Africa	PARTIAL	29764	B.1.351	2021-06-29
MZ970765.1	Somalia	Africa	PARTIAL	29768	B.1.351	2021-02-28
MZ970764.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-04-03
MZ970757.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-04-10
MZ970756.1	Djibouti	Africa	COMPLETE	29768	B.1.351	2021-04-08
MZ970755.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-28
MZ970754.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-19
MZ970753.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-19
MZ970752.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-16
MZ970745.1	Djibouti	Africa	COMPLETE	29752	B.1.351	2021-04-10
MZ970741.1	Djibouti	Africa	COMPLETE	29768	B.1.351	2021-04-05
MZ970740.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-04-03
MZ970739.1	Djibouti	Africa	COMPLETE	29768	B.1.351	2021-04-02
MZ970738.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-31
MZ970735.1	Djibouti	Africa	COMPLETE	29749	B.1.351	2021-03-31
MZ710058.1	Kenya	Africa	PARTIAL	29773	B.1.351	2021-05-07
MZ710057.1	Kenya	Africa	PARTIAL	29485	B.1.351	2021-04-16
MZ710056.1	Kenya	Africa	PARTIAL	29782	B.1.351	2021-04-16
MZ520115.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-04-04
MZ520108.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-19
MZ520106.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-18
MZ520104.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-19
MZ520103.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-24
MZ520102.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-24
MZ520101.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-24
MZ520100.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-23
MZ520099.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-23
MZ520098.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-31
MZ520097.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-04-01
MZ520096.1	Djibouti	Africa	COMPLETE	29764	B.1.351	2021-03-31
MZ394623.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-07
MZ394622.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-07
MZ394621.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-07
MZ394620.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-06
MZ394619.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-06
MZ394618.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-06
MZ394617.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-06
MZ394616.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-09
MZ394615.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-31
MZ394613.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-29
MZ394612.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-29
MZ394611.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-29
MZ394610.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-28
MZ394609.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-28
MZ394608.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-27
MZ394606.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-25
MZ394603.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-03-09
MZ394580.1	Djibouti: Camp Lemonnier	Africa	COMPLETE	29764	B.1.351	2021-04-01
MZ376663.1	South Africa	Africa	COMPLETE	29848	B.1.351	2020-11-16
MZ227579.1	Tunisia	Africa	PARTIAL	29838	B.1.351	2021-04-24
MZ202314.1	South Africa	Africa	COMPLETE	29783	B.1.351	2020-11-16
MW981442.1	South Africa	Africa	COMPLETE	29848	B.1.351	2020-11-16
MW598419.1	Ghana	Africa	COMPLETE	29885	B.1.351	2021-01-14
MW598413.1	Ghana	Africa	COMPLETE	29885	B.1.351	2021-01-12
MW598408.1	Ghana	Africa	COMPLETE	29885	B.1.351	2021-01-10
MW571126.1	Ghana	Africa	PARTIAL	29783	B.1.351	2021-01-06
OQ521161.1	Cameroon	Africa	PARTIAL	29726	B.1.356	2020-03-26
OM731937.1	Gabon	Africa	PARTIAL	29702	B.1.356	2020-03-16
MW365358.1	Tunisia	Africa	COMPLETE	29896	B.1.356	2020-11-23
MT653077.1	Benin	Africa	COMPLETE	29570	B.1.356	2020-04-06
MT653074.1	Benin	Africa	COMPLETE	29798	B.1.356	2020-04-04
MT653073.1	Benin	Africa	COMPLETE	29804	B.1.356	2020-03-17
MW571114.1	Ghana	Africa	COMPLETE	29783	B.1.36	2021-01-02
MW495032.1	Egypt	Africa	COMPLETE	29793	B.1.36	2020-12-25
MW452538.1	Tunisia	Africa	PARTIAL	29878	B.1.36	2020-09-29
MW018433.1	Libya	Africa	PARTIAL	29770	B.1.36	2020-06
MT955173.1	Tunisia	Africa	COMPLETE	29782	B.1.36	2020-07-07
MT658508.1	Egypt	Africa	COMPLETE	29799	B.1.36	2020-06-02
OP581482.1	Gambia	Africa	PARTIAL	29782	B.1.36.1	2021-01-13
MW598428.1	Ghana	Africa	COMPLETE	29903	B.1.361	2020-12-24
MT872495.1	Sierra Leone	Africa	COMPLETE	29897	B.1.379	2020-04-08
PP522415.1	South Africa	Africa	COMPLETE	29777	B.1.381	2020-06-11
PP522367.1	South Africa	Africa	COMPLETE	29814	B.1.381	2020-05-21
PP522366.1	South Africa	Africa	COMPLETE	29818	B.1.381	2020-05-23
PP522210.1	South Africa	Africa	COMPLETE	29817	B.1.381	2020-06-15
PP522200.1	South Africa	Africa	COMPLETE	29814	B.1.381	2020-06-17
PP522196.1	South Africa	Africa	COMPLETE	29813	B.1.381	2020-05-06
PP522189.1	South Africa	Africa	COMPLETE	29827	B.1.381	2020-05-07
PP522171.1	South Africa	Africa	COMPLETE	29777	B.1.381	2020-05-21
PP522168.1	South Africa	Africa	COMPLETE	29805	B.1.381	2020-05-18
PP522167.1	South Africa	Africa	COMPLETE	29777	B.1.381	2020-04-25
PP522160.1	South Africa	Africa	COMPLETE	29814	B.1.381	2020-08-06
PP522102.1	South Africa	Africa	COMPLETE	29777	B.1.381	2020-05-20
PP521952.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-06-05
PP521944.1	South Africa	Africa	PARTIAL	29776	B.1.381	2020-05-17
PP521216.1	South Africa	Africa	PARTIAL	29788	B.1.381	2020-10-12
PP520455.1	South Africa	Africa	COMPLETE	29865	B.1.381	2020-11-06
PP520403.1	South Africa	Africa	COMPLETE	29813	B.1.381	2020-10-19
PP520244.1	South Africa	Africa	COMPLETE	29813	B.1.381	2020-10-07
PP520243.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-11-02
PP520195.1	South Africa	Africa	COMPLETE	29771	B.1.381	2020-09-14
PP520194.1	South Africa	Africa	COMPLETE	29771	B.1.381	2020-08-17
PP520033.1	South Africa	Africa	COMPLETE	29865	B.1.381	2020-10-19
PP520020.1	South Africa	Africa	PARTIAL	29815	B.1.381	2020-10-02
PP520016.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-10-10
PP519785.1	South Africa	Africa	COMPLETE	29769	B.1.381	2020-10-29
PP519604.1	South Africa	Africa	PARTIAL	29816	B.1.381	2020-08-17
PP519598.1	South Africa	Africa	COMPLETE	29831	B.1.381	2020-04-21
PP519582.1	South Africa	Africa	COMPLETE	29872	B.1.381	2020-08-26
PP519579.1	South Africa	Africa	PARTIAL	29831	B.1.381	2020-04-29
PP519545.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-10-19
PP519462.1	South Africa	Africa	PARTIAL	29817	B.1.381	2020-05-28
PP519461.1	South Africa	Africa	COMPLETE	29825	B.1.381	2020-10-16
PP519440.1	South Africa	Africa	PARTIAL	29835	B.1.381	2020-09-18
PP519397.1	South Africa	Africa	PARTIAL	29821	B.1.381	2020-08-14
PP519383.1	South Africa	Africa	COMPLETE	29823	B.1.381	2020-08-26
PP519359.1	South Africa	Africa	PARTIAL	29835	B.1.381	2020-07-22
PP519329.1	South Africa	Africa	COMPLETE	29823	B.1.381	2020-09-02
PP519321.1	South Africa	Africa	COMPLETE	29854	B.1.381	2020-09-08
PP519316.1	South Africa	Africa	PARTIAL	29835	B.1.381	2020-09-21
PP519288.1	South Africa	Africa	COMPLETE	29902	B.1.381	2020-11-18
PP519248.1	South Africa	Africa	COMPLETE	29824	B.1.381	2020-11-24
PP519205.1	South Africa	Africa	COMPLETE	29832	B.1.381	2020-08-13
PP519197.1	South Africa	Africa	PARTIAL	29829	B.1.381	2020-05-08
PP519193.1	South Africa	Africa	PARTIAL	29814	B.1.381	2020-04-21
PP519183.1	South Africa	Africa	COMPLETE	29825	B.1.381	2020-11-12
PP519171.1	South Africa	Africa	COMPLETE	29821	B.1.381	2020-08-17
PP519167.1	South Africa	Africa	COMPLETE	29826	B.1.381	2020-10-27
PP519160.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-08-19
PP519153.1	South Africa	Africa	COMPLETE	29818	B.1.381	2020-10-15
PP519145.1	South Africa	Africa	COMPLETE	29818	B.1.381	2020-09-10
PP519144.1	South Africa	Africa	COMPLETE	29825	B.1.381	2020-10-27
PP519143.1	South Africa	Africa	COMPLETE	29822	B.1.381	2020-10-20
PP519141.1	South Africa	Africa	COMPLETE	29820	B.1.381	2020-10-22
PP519132.1	South Africa	Africa	COMPLETE	29850	B.1.381	2020-11-02
PP519129.1	South Africa	Africa	COMPLETE	29842	B.1.381	2020-04-15
PP519128.1	South Africa	Africa	COMPLETE	29818	B.1.381	2020-08-11
PP519126.1	South Africa	Africa	COMPLETE	29832	B.1.381	2020-10-19
PP519125.1	South Africa	Africa	COMPLETE	29822	B.1.381	2020-10-22
PP519113.1	South Africa	Africa	COMPLETE	29832	B.1.381	2020-08-08
PP519111.1	South Africa	Africa	COMPLETE	29827	B.1.381	2020-05-13
PP519108.1	South Africa	Africa	COMPLETE	29819	B.1.381	2020-11-13
PP519071.1	South Africa	Africa	COMPLETE	29816	B.1.381	2020-11-05
PP519059.1	South Africa	Africa	COMPLETE	29814	B.1.381	2020-10-19
PP519046.1	South Africa	Africa	PARTIAL	29804	B.1.381	2020-08-11
PP519041.1	South Africa	Africa	COMPLETE	29806	B.1.381	2020-06-24
PP518911.1	South Africa	Africa	COMPLETE	29836	B.1.381	2020-10-30
PP518900.1	South Africa	Africa	COMPLETE	29855	B.1.381	2020-10-26
PP518834.1	South Africa	Africa	COMPLETE	29859	B.1.381	2020-10-26
PP518611.1	South Africa	Africa	COMPLETE	29824	B.1.381	2020-10-29
PP518609.1	South Africa	Africa	COMPLETE	29816	B.1.381	2020-10-30
PP518590.1	South Africa	Africa	COMPLETE	29798	B.1.381	2020-04-22
OQ341873.1	South Africa: Northern Cape	Africa	PARTIAL	29193	B.1.381	2020-05-29
OQ341872.1	South Africa: Northern Cape	Africa	PARTIAL	29469	B.1.381	2020-06-01
OQ341816.1	South Africa: Western Cape	Africa	COMPLETE	29773	B.1.381	2020-06-15
OP522546.1	South Africa: Northern Cape	Africa	PARTIAL	29482	B.1.381	2020-08-19
ON647563.1	South Africa: Western Cape	Africa	COMPLETE	29776	B.1.381	2020-05-09
ON322718.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-07-10
ON322653.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-05-27
ON322651.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-06-18
ON322584.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-07-08
ON322583.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-06-29
ON322580.1	South Africa	Africa	COMPLETE	29776	B.1.381	2020-05-23
ON287297.1	South Africa	Africa	COMPLETE	29764	B.1.381	2020-06-26
OM739197.1	South Africa	Africa	COMPLETE	29824	B.1.381	2020-11-24
OM739181.1	South Africa	Africa	COMPLETE	29902	B.1.381	2020-11-18
OM739147.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-10-10
OM739141.1	South Africa	Africa	COMPLETE	29813	B.1.381	2020-10-07
OM739123.1	South Africa	Africa	PARTIAL	29815	B.1.381	2020-10-02
OM739097.1	South Africa	Africa	PARTIAL	29829	B.1.381	2020-05-08
OM739083.1	South Africa	Africa	COMPLETE	29832	B.1.381	2020-08-08
OM739057.1	South Africa	Africa	PARTIAL	29835	B.1.381	2020-09-21
OM739051.1	South Africa	Africa	COMPLETE	29771	B.1.381	2020-09-14
OM739047.1	South Africa	Africa	PARTIAL	29835	B.1.381	2020-09-18
OM739039.1	South Africa	Africa	COMPLETE	29823	B.1.381	2020-08-26
OM739036.1	South Africa	Africa	COMPLETE	29872	B.1.381	2020-08-26
OM739032.1	South Africa	Africa	COMPLETE	29854	B.1.381	2020-09-08
OM739031.1	South Africa	Africa	COMPLETE	29818	B.1.381	2020-09-10
OM725638.1	South Africa	Africa	COMPLETE	29823	B.1.381	2020-09-02
OM725635.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-08-19
OM725631.1	South Africa	Africa	COMPLETE	29821	B.1.381	2020-08-17
OM725629.1	South Africa	Africa	COMPLETE	29771	B.1.381	2020-08-17
OM725624.1	South Africa	Africa	COMPLETE	29832	B.1.381	2020-08-13
OM725613.1	South Africa	Africa	COMPLETE	29818	B.1.381	2020-08-11
OM725583.1	South Africa	Africa	COMPLETE	29819	B.1.381	2020-11-13
OM725580.1	South Africa	Africa	COMPLETE	29825	B.1.381	2020-11-12
OM725571.1	South Africa	Africa	COMPLETE	29850	B.1.381	2020-11-02
OM725557.1	South Africa	Africa	COMPLETE	29815	B.1.381	2020-11-02
OM725549.1	South Africa	Africa	COMPLETE	29816	B.1.381	2020-11-05
OM725525.1	South Africa	Africa	COMPLETE	29865	B.1.381	2020-11-06
